ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
18503,22,No,Travel_Rarely,Research & Development,6,Male,3,1,Research Scientist,3,Married,2773,0,No,20,4,0,3,3,2,2,2,12th,30-06-2019,Dept.Head,OFFICE,1,1,Yes,Walk-in,FullTime
15077,48,No,Travel_Rarely,Sales,2,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,0,12,3,2,2,2,Post-Graduation,15-05-2019,Salary,OFFICE,4,1,No,Walk-in,Part Time
15705,24,Yes,Travel_Rarely,Sales,3,Female,3,2,Sales Executive,3,Single,4577,9,No,14,3,0,4,3,2,2,0,12th,01-03-2019,Salary,OFFICE,3,0,No,Job Event,Contract
15936,60,No,Travel_Rarely,Sales,16,Male,3,2,Sales Executive,1,Single,5405,8,No,14,3,0,10,1,2,2,2,PHD,09-01-2019,Work Accident,WFH,1,1,Yes,Job Portal,FullTime
12995,50,No,Travel_Rarely,Sales,8,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,1,4,2,2,2,2,Graduation,27-04-2019,Work Environment,WFH,3,1,No,Job Portal,Part Time
16519,42,Yes,Travel_Frequently,Research & Development,19,Male,4,1,Research Scientist,3,Divorced,2759,6,Yes,12,3,0,7,2,2,2,2,Post-Graduation,08-02-2019,Work Environment,OFFICE,4,0,Yes,Job Portal,FullTime
16614,43,No,Travel_Frequently,Sales,15,Male,2,2,Sales Executive,4,Married,6804,3,No,18,3,1,7,5,2,2,2,12th,04-03-2019,Salary,WFH,5,2,Yes,Walk-in,FullTime
15637,29,No,Travel_Rarely,Sales,10,Male,3,1,Sales Representative,2,Divorced,2297,1,No,14,3,2,2,2,2,2,2,Graduation,13-01-2019,Work Environment,WFH,5,2,No,Walk-in,FullTime
15195,53,No,Travel_Rarely,Research & Development,6,Male,3,2,Laboratory Technician,4,Single,2450,2,No,17,3,0,19,4,2,2,2,PHD,26-05-2019,Dept.Head,OFFICE,5,3,Yes,Walk-in,FullTime
15285,23,No,Travel_Rarely,Research & Development,10,Male,4,1,Research Scientist,3,Single,3505,1,No,18,3,0,2,3,2,0,2,Post-Graduation,19-04-2019,Better Opportunity,OFFICE,2,0,No,Recruiter,Contract
18988,26,No,Travel_Frequently,Research & Development,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,No,14,3,1,5,2,2,2,0,PHD,23-04-2019,Dept.Head,WFH,5,2,Yes,Job Portal,Contract
12785,30,No,Travel_Rarely,Research & Development,1,Male,1,1,Laboratory Technician,3,Married,3833,3,No,21,4,2,7,2,2,0,2,12th,27-02-2019,Work Environment,OFFICE,0,2,Yes,Recruiter,FullTime
13858,35,No,Travel_Rarely,Research & Development,1,Female,4,1,Research Scientist,3,Single,2506,3,No,13,3,0,7,0,2,2,2,PHD,12-01-2019,Work Accident,OFFICE,3,3,Yes,Recruiter,Part Time
14164,28,Yes,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,3,Single,4382,6,No,17,3,0,5,3,2,2,1,PHD,22-06-2019,Better Opportunity,WFH,0,2,No,Walk-in,Contract
14140,22,No,Travel_Rarely,Research & Development,1,Male,2,2,Manufacturing Director,4,Married,4775,6,No,22,4,2,4,2,2,2,2,Graduation,22-03-2019,Better Opportunity,OFFICE,3,2,Yes,Job Portal,Contract
14681,42,No,Travel_Frequently,Research & Development,2,Male,3,1,Research Scientist,4,Single,2515,5,Yes,14,3,0,8,2,2,2,2,12th,12-01-2019,Salary,WFH,1,3,No,Recruiter,Contract
12037,38,No,Travel_Rarely,Sales,9,Male,2,1,Sales Representative,2,Married,2899,0,No,19,3,1,3,3,2,1,2,Graduation,24-02-2019,Work Accident,WFH,4,0,Yes,Walk-in,Part Time
13325,53,No,Travel_Rarely,Sales,8,Male,3,4,Sales Executive,4,Married,11836,5,No,14,3,1,28,3,2,2,2,Graduation,03-03-2019,Work Environment,WFH,3,0,Yes,Recruiter,FullTime
13194,20,Yes,Travel_Rarely,Sales,2,Female,2,1,Sales Representative,3,Single,2044,1,No,13,3,0,2,3,2,0,2,12th,18-06-2019,Salary,WFH,5,3,Yes,Walk-in,FullTime
15542,28,No,Travel_Rarely,Research & Development,9,Female,3,1,Research Scientist,3,Divorced,2377,5,No,18,3,1,6,2,2,2,2,Graduation,20-04-2019,Dept.Head,WFH,1,0,No,Walk-in,FullTime
14306,39,Yes,Travel_Rarely,Research & Development,6,Male,3,1,Laboratory Technician,1,Married,2404,7,Yes,21,4,0,8,2,2,2,2,Post-Graduation,24-03-2019,Salary,WFH,0,3,Yes,Walk-in,FullTime
19194,27,No,Travel_Rarely,Research & Development,16,Female,3,1,Laboratory Technician,2,Married,2811,9,No,14,3,1,4,2,2,2,2,Graduation,24-06-2019,Work Environment,WFH,5,2,Yes,Job Portal,Part Time
13278,38,No,Travel_Frequently,Research & Development,10,Male,3,1,Research Scientist,3,Married,2684,0,No,17,3,1,3,0,2,0,2,PHD,02-03-2019,Salary,WFH,3,1,No,Job Portal,Part Time
12225,48,No,Travel_Rarely,Research & Development,6,M,2,2,Healthcare Representative,3,Single,4240,2,No,13,3,0,19,0,2,2,2,12th,20-06-2019,Salary,WFH,2,3,No,Walk-in,FullTime
14091,41,No,Travel_Rarely,Research & Development,7,Female,3,2,Manufacturing Director,3,Single,5003,6,No,14,3,0,8,6,2,2,1,Graduation,09-04-2019,Dept.Head,WFH,4,2,No,Job Event,Part Time
16875,26,Yes,Non-Travel,Sales,29,Male,1,2,Sales Executive,1,Single,4969,8,No,18,3,0,7,6,2,2,2,Graduation,11-01-2019,Dept.Head,OFFICE,5,0,Yes,Job Portal,Contract
13247,33,No,Non-Travel,Sales,8,Female,2,1,Sales Representative,4,Single,2342,0,No,19,3,0,3,2,2,2,2,Post-Graduation,19-06-2019,Work Environment,OFFICE,5,3,Yes,Recruiter,Part Time
14617,38,No,Travel_Frequently,Research & Development,3,Male,3,1,Research Scientist,3,Married,2821,3,No,16,3,1,8,2,2,2,2,12th,19-03-2019,Work Environment,WFH,4,1,No,Recruiter,FullTime
13659,46,No,Travel_Rarely,Research & Development,1,Male,3,5,Research Director,4,Divorced,19627,9,No,17,3,2,23,0,2,2,2,12th,29-05-2019,Work Accident,WFH,0,1,No,Job Event,FullTime
19141,20,Yes,Travel_Frequently,Sales,9,F,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,0,2,3,2,0,2,PHD,22-01-2019,Work Environment,WFH,1,2,No,Recruiter,Part Time
15767,33,Yes,Travel_Rarely,Research & Development,25,Male,2,1,Research Scientist,2,Single,2313,4,Yes,20,4,0,5,0,2,2,2,Graduation,05-01-2019,Dept.Head,WFH,2,1,No,Job Event,Contract
18392,21,No,Travel_Rarely,Research & Development,1,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,3,0,2,6,2,2,2,12th,06-05-2019,Salary,WFH,4,2,Yes,Recruiter,Contract
15033,31,No,Travel_Frequently,Sales,20,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,1,3,4,2,2,2,12th,21-02-2019,Work Accident,WFH,5,2,No,Job Event,FullTime
13344,31,Yes,Travel_Frequently,Research & Development,15,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,1,2,5,2,2,2,Graduation,13-05-2019,Dept.Head,WFH,3,3,No,Job Portal,FullTime
17391,35,No,Travel_Frequently,Research & Development,4,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,3,1,2,2,2,2,2,12th,11-03-2019,Dept.Head,WFH,5,2,No,Recruiter,FullTime
15448,20,No,Travel_Rarely,Research & Development,3,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,3,0,2,2,2,1,2,Graduation,31-03-2019,Salary,WFH,1,0,No,Walk-in,Contract
17698,50,No,Travel_Frequently,Research & Development,2,Female,3,4,Manager,1,Married,17856,2,No,22,4,1,32,3,2,2,2,PHD,18-06-2019,Salary,WFH,4,0,No,Job Portal,Part Time
19283,20,No,Travel_Rarely,Sales,21,Male,4,1,Sales Representative,4,Single,2678,1,No,17,3,0,2,2,2,2,2,Graduation,12-02-2019,Salary,WFH,1,1,Yes,Recruiter,Contract
18853,32,No,Travel_Frequently,Research & Development,13,Female,2,1,Laboratory Technician,2,Married,2743,1,No,20,4,1,2,2,2,2,2,PHD,12-01-2019,Work Accident,WFH,4,3,No,Recruiter,FullTime
17877,21,Yes,Travel_Frequently,Research & Development,10,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,4,0,2,2,2,2,2,PHD,12-04-2019,Better Opportunity,OFFICE,1,0,No,Walk-in,FullTime
18633,28,No,Travel_Frequently,Research & Development,2,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,1,2,2,2,2,2,Graduation,20-04-2019,Work Accident,OFFICE,3,0,No,Job Event,Contract
17502,25,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,0,2,3,2,2,1,PHD,14-05-2019,Work Accident,WFH,2,2,Yes,Recruiter,FullTime
14964,58,No,Travel_Rarely,Research & Development,23,Male,3,1,Research Scientist,3,Divorced,2372,1,No,12,3,2,2,3,2,2,2,Graduation,25-06-2019,Better Opportunity,OFFICE,3,1,Yes,Recruiter,FullTime
13746,35,No,Travel_Frequently,Research & Development,18,Male,3,3,Manufacturing Director,4,Single,9362,2,No,11,3,0,10,2,2,2,2,Post-Graduation,25-06-2019,Work Accident,WFH,3,3,Yes,Recruiter,Part Time
17484,31,Yes,Travel_Frequently,Research & Development,2,Male,3,1,Laboratory Technician,4,Married,3722,6,Yes,13,3,1,7,2,2,2,2,12th,31-03-2019,Salary,WFH,0,0,Yes,Job Portal,FullTime
14408,48,No,Travel_Rarely,Sales,7,Male,3,2,Sales Executive,1,Divorced,5486,4,No,11,3,3,15,3,2,2,2,Graduation,30-04-2019,Work Environment,OFFICE,4,3,Yes,Walk-in,FullTime
19517,34,Yes,Travel_Rarely,Human Resources,9,Female,3,1,Human Resources,3,Married,2742,1,No,15,3,0,2,0,2,2,2,PHD,06-02-2019,Work Environment,OFFICE,0,0,No,Job Event,Contract
16268,30,No,Travel_Rarely,Sales,16,Male,3,2,Sales Executive,3,Married,5301,8,No,15,3,2,4,2,2,2,2,Graduation,12-06-2019,Dept.Head,OFFICE,2,3,Yes,Job Portal,FullTime
18547,44,No,Travel_Frequently,Research & Development,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Yes,18,3,0,16,2,2,2,2,Graduation,30-04-2019,Salary,OFFICE,5,2,Yes,Recruiter,Contract
12421,39,No,Travel_Rarely,Research & Development,6,Female,3,3,Manufacturing Director,2,Single,8376,4,No,18,3,0,9,3,2,2,2,12th,21-02-2019,Better Opportunity,OFFICE,0,3,Yes,Job Event,FullTime
15316,40,No,Non-Travel,Research & Development,8,Male,3,2,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,0,8,2,2,2,2,Post-Graduation,06-03-2019,Work Accident,OFFICE,4,1,No,Job Event,FullTime
17808,33,No,Travel_Rarely,Sales,8,Male,3,2,Sales Executive,1,Married,6392,2,No,13,3,1,8,6,2,2,2,12th,28-04-2019,Dept.Head,OFFICE,4,1,No,Walk-in,FullTime
17358,34,No,Travel_Rarely,Research & Development,1,Male,3,2,Research Scientist,4,Married,5484,9,No,17,3,1,9,3,2,2,1,Graduation,15-03-2019,Salary,OFFICE,0,2,Yes,Job Event,FullTime
17154,23,No,Travel_Rarely,Research & Development,10,Male,4,1,Research Scientist,3,Married,2073,2,No,16,3,1,4,2,2,2,2,Graduation,16-05-2019,Better Opportunity,OFFICE,0,2,No,Recruiter,FullTime
14712,21,No,Travel_Rarely,Research & Development,5,Male,3,1,Research Scientist,4,Single,3117,1,No,18,3,0,3,2,2,2,2,Graduation,08-01-2019,Better Opportunity,OFFICE,4,0,No,Recruiter,FullTime
15323,48,No,Travel_Frequently,Research & Development,4,Male,2,4,Manager,4,Married,15202,2,No,25,4,1,23,3,2,2,2,Post-Graduation,08-04-2019,Better Opportunity,WFH,0,1,No,Walk-in,FullTime
13106,35,Yes,Travel_Rarely,Sales,15,Male,1,2,Sales Executive,4,Divorced,5440,6,Yes,14,3,2,7,2,2,2,2,Graduation,22-05-2019,Better Opportunity,OFFICE,1,2,No,Job Event,Part Time
12359,20,No,Travel_Rarely,Sales,2,Female,3,1,Sales Representative,3,Single,2783,1,No,19,3,0,2,3,2,2,2,12th,08-02-2019,Dept.Head,OFFICE,1,1,No,Job Portal,Part Time
14613,49,No,Travel_Rarely,Research & Development,16,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,1,17,2,2,2,2,Post-Graduation,07-05-2019,Work Accident,WFH,5,1,No,Recruiter,Part Time
18263,41,No,Travel_Rarely,Sales,23,Male,3,3,Sales Executive,3,Single,7082,3,Yes,16,3,0,21,2,2,0,2,12th,24-06-2019,Work Accident,WFH,0,2,Yes,Job Portal,Contract
17736,20,No,Travel_Rarely,Sales,9,Male,3,1,Sales Representative,1,Single,2728,1,No,11,3,0,2,3,2,0,2,Graduation,25-06-2019,Salary,OFFICE,0,0,No,Walk-in,Contract
14539,44,No,Travel_Rarely,Human Resources,1,Female,3,1,Human Resources,4,Divorced,3195,4,Yes,18,3,3,8,2,2,2,2,12th,12-04-2019,Work Accident,WFH,4,3,Yes,Recruiter,FullTime
16499,36,Yes,Travel_Rarely,Sales,13,Male,2,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,3,16,3,2,2,2,PHD,12-03-2019,Work Accident,WFH,4,0,No,Recruiter,Part Time
15387,24,No,Travel_Frequently,Human Resources,10,Male,3,1,Human Resources,4,Married,2145,0,No,14,3,1,3,2,2,2,1,Graduation,17-03-2019,Better Opportunity,OFFICE,2,3,No,Walk-in,FullTime
17161,29,Yes,Travel_Rarely,Sales,9,Female,1,1,Sales Representative,2,Single,2760,1,No,13,3,0,2,3,2,2,2,12th,14-04-2019,Dept.Head,WFH,5,1,Yes,Walk-in,Part Time
15564,34,No,Travel_Rarely,Sales,3,Female,1,2,Sales Executive,4,Single,6029,5,No,12,3,0,6,3,2,2,2,Post-Graduation,02-06-2019,Dept.Head,WFH,1,1,No,Recruiter,FullTime
19053,51,No,Travel_Rarely,Research & Development,3,Female,3,3,Manager,3,Married,13116,2,No,11,3,0,15,2,2,2,2,Post-Graduation,02-01-2019,Better Opportunity,OFFICE,1,2,Yes,Job Event,FullTime
17068,46,No,Travel_Rarely,Research & Development,2,Male,3,5,Research Director,4,Divorced,19328,7,Yes,17,3,1,24,3,2,2,2,PHD,19-02-2019,Work Environment,WFH,3,0,No,Recruiter,Contract
13759,46,No,Non-Travel,Sales,26,Male,2,2,Sales Executive,2,Single,7991,8,No,15,3,0,6,3,2,2,2,Graduation,19-04-2019,Dept.Head,OFFICE,5,0,No,Job Portal,Contract
16808,39,No,Travel_Frequently,Sales,20,Male,3,2,Sales Executive,4,Divorced,4127,2,No,18,3,1,7,6,2,2,2,PHD,10-03-2019,Dept.Head,WFH,2,1,No,Job Portal,Contract
15563,58,No,Travel_Frequently,Research & Development,15,Male,3,4,Research Director,3,Married,15787,2,Yes,14,3,0,23,3,2,2,2,12th,29-05-2019,Dept.Head,WFH,0,2,No,Walk-in,FullTime
16231,29,Yes,Travel_Rarely,Human Resources,13,Male,2,1,Human Resources,1,Divorced,2335,4,Yes,15,3,3,4,3,2,2,0,12th,06-04-2019,Work Accident,WFH,3,0,Yes,Job Portal,FullTime
19009,47,No,Travel_Rarely,Research & Development,9,Female,3,1,Laboratory Technician,3,Single,2105,4,No,12,3,0,7,2,2,2,0,12th,05-01-2019,Better Opportunity,WFH,1,1,Yes,Recruiter,Contract
15976,32,Yes,Travel_Rarely,Sales,2,Male,2,2,Sales Executive,2,Single,9907,7,Yes,12,3,0,7,3,2,2,2,Post-Graduation,21-03-2019,Better Opportunity,OFFICE,5,3,No,Recruiter,Part Time
12766,39,No,Travel_Rarely,Research & Development,19,Male,3,2,Research Scientist,4,Divorced,3902,8,No,14,3,3,7,2,2,2,2,Graduation,11-03-2019,Salary,OFFICE,1,2,Yes,Job Portal,Part Time
16338,44,No,Travel_Rarely,Research & Development,1,Male,4,2,Healthcare Representative,1,Married,5033,2,No,15,3,1,10,5,2,2,2,PHD,30-06-2019,Work Accident,WFH,0,2,No,Walk-in,FullTime
19218,31,No,Travel_Rarely,Research & Development,4,Female,4,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,1,4,0,2,2,2,Post-Graduation,06-03-2019,Dept.Head,OFFICE,4,2,Yes,Recruiter,FullTime
14919,28,Yes,Travel_Rarely,Sales,13,Female,3,2,Sales Executive,3,Single,9854,3,Yes,11,3,0,6,0,2,2,2,12th,27-06-2019,Work Accident,OFFICE,4,2,Yes,Walk-in,Part Time
18334,53,Yes,Travel_Rarely,Sales,24,Male,3,3,Sales Executive,1,Single,10448,6,Yes,13,3,0,15,2,2,2,2,12th,09-05-2019,Work Environment,OFFICE,5,0,Yes,Job Portal,Contract
13609,25,No,Travel_Rarely,Human Resources,2,Female,3,1,Human Resources,2,Married,2187,4,No,14,3,0,6,3,2,1,2,Graduation,24-05-2019,Salary,OFFICE,3,0,No,Walk-in,Part Time
13464,25,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,1,7,2,2,0,2,12th,24-06-2019,Dept.Head,WFH,2,2,Yes,Job Event,Contract
15581,31,No,Travel_Rarely,Sales,2,Male,3,1,Sales Representative,3,Married,3067,0,No,19,3,1,3,1,2,1,2,12th,15-01-2019,Work Accident,WFH,0,2,No,Recruiter,FullTime
19482,35,No,Travel_Rarely,Research & Development,11,Male,3,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,1,5,3,2,2,2,PHD,05-04-2019,Work Environment,OFFICE,2,1,No,Job Portal,Part Time
14975,32,No,Travel_Rarely,Sales,1,Male,2,1,Sales Representative,2,Married,2269,0,No,14,3,1,3,2,2,2,2,Graduation,19-04-2019,Work Environment,WFH,3,2,No,Walk-in,Part Time
16653,21,No,Travel_Rarely,Sales,5,Male,3,1,Sales Representative,1,Single,2380,1,Yes,11,3,0,2,6,2,1,2,12th,02-02-2019,Work Environment,OFFICE,4,2,Yes,Recruiter,Part Time
12341,29,Yes,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,4787,9,Yes,14,3,3,4,3,2,2,2,PHD,21-05-2019,Salary,OFFICE,0,0,Yes,Recruiter,Part Time
15168,40,No,Travel_Rarely,Research & Development,2,Male,2,1,Research Scientist,3,Single,2809,2,No,14,3,0,8,2,2,2,2,PHD,23-06-2019,Work Environment,OFFICE,4,2,Yes,Walk-in,Part Time
15999,38,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,4,Single,3944,5,Yes,11,3,0,6,3,3,1,2,Post-Graduation,17-05-2018,Work Accident,OFFICE,3,1,Yes,Job Event,Part Time
14583,50,Yes,Travel_Rarely,Sales,3,Male,2,1,Sales Representative,3,Married,2683,1,Yes,14,3,0,3,2,3,0,2,PHD,17-01-2018,Better Opportunity,WFH,3,0,Yes,Walk-in,Contract
16715,35,No,Travel_Frequently,Research & Development,1,Male,3,1,Research Scientist,1,Married,2194,4,No,13,3,1,5,2,3,1,2,Graduation,02-01-2018,Work Accident,WFH,2,3,Yes,Recruiter,FullTime
17367,24,No,Travel_Rarely,Sales,3,Female,3,2,Sales Executive,3,Married,4999,0,No,21,4,1,4,2,3,0,2,Graduation,27-04-2018,Dept.Head,OFFICE,1,1,No,Recruiter,FullTime
18294,44,No,Non-Travel,Research & Development,23,Male,3,2,Laboratory Technician,2,Married,2042,4,No,12,3,1,17,3,3,1,2,Graduation,23-03-2018,Dept.Head,WFH,5,0,Yes,Job Event,FullTime
16020,37,Yes,Travel_Rarely,Human Resources,6,Male,3,1,Human Resources,1,Divorced,2073,4,Yes,22,4,0,7,3,3,0,2,PHD,18-02-2018,Work Environment,WFH,1,0,Yes,Job Portal,FullTime
18207,59,No,Non-Travel,Human Resources,2,Female,2,5,Manager,4,Married,18844,9,No,21,4,1,30,3,3,2,2,12th,02-06-2018,Dept.Head,OFFICE,4,2,No,Job Portal,Part Time
13650,43,No,Travel_Frequently,Research & Development,28,Female,4,1,Research Scientist,3,Single,4739,4,No,12,3,0,18,2,3,1,2,Post-Graduation,13-02-2018,Better Opportunity,OFFICE,2,2,No,Job Portal,FullTime
12177,36,No,Travel_Rarely,Research & Development,6,Male,3,2,Manufacturing Director,2,Divorced,4941,6,No,20,4,2,7,0,3,0,1,Graduation,18-06-2018,Better Opportunity,OFFICE,0,2,No,Job Event,FullTime
16556,38,No,Travel_Rarely,Research & Development,3,Female,3,2,Research Scientist,3,Single,4317,3,Yes,20,4,0,19,2,3,2,2,12th,24-04-2018,Salary,WFH,5,0,Yes,Job Event,FullTime
14499,30,No,Travel_Rarely,Research & Development,5,Female,3,1,Research Scientist,1,Divorced,3204,5,No,14,3,1,8,3,3,2,2,12th,25-05-2018,Dept.Head,OFFICE,0,2,No,Walk-in,FullTime
16213,33,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,4,Single,2500,0,No,14,3,0,4,2,3,0,2,Graduation,04-01-2018,Work Accident,OFFICE,0,0,No,Recruiter,Contract
18411,34,No,Travel_Rarely,Research & Development,27,Female,3,1,Research Scientist,2,Single,2311,2,No,15,3,0,9,3,3,1,2,PHD,24-01-2018,Salary,OFFICE,5,3,No,Job Portal,FullTime
12060,50,No,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,3,Married,3690,2,No,15,3,1,5,2,3,0,2,12th,08-02-2018,Dept.Head,WFH,5,2,Yes,Recruiter,Part Time
13524,40,No,Non-Travel,Research & Development,9,Male,2,2,Healthcare Representative,4,Married,4876,9,No,14,3,1,5,5,3,0,2,12th,07-03-2018,Salary,OFFICE,3,1,Yes,Job Event,FullTime
19405,33,No,Travel_Rarely,Research & Development,4,Female,2,1,Research Scientist,2,Married,2622,6,No,21,4,0,7,3,3,1,1,Post-Graduation,05-04-2018,Dept.Head,WFH,1,1,Yes,Recruiter,Contract
16096,32,Yes,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,0,4,2,3,1,2,PHD,21-02-2018,Work Environment,OFFICE,0,1,Yes,Job Event,FullTime
12050,39,No,Travel_Rarely,Research & Development,1,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,7,1,3,1,2,PHD,25-03-2018,Work Environment,OFFICE,5,2,Yes,Recruiter,Contract
12151,32,No,Non-Travel,Sales,26,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,0,4,2,3,2,2,Post-Graduation,12-04-2018,Salary,OFFICE,3,1,No,Job Portal,Part Time
19195,37,No,Travel_Rarely,Research & Development,1,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,1,17,2,3,0,2,PHD,26-06-2018,Work Environment,WFH,5,1,Yes,Recruiter,Part Time
18268,45,No,Travel_Frequently,Research & Development,7,Male,4,2,Manufacturing Director,3,Married,6434,4,No,17,3,1,9,1,3,0,2,Post-Graduation,17-04-2018,Dept.Head,OFFICE,1,3,No,Job Event,FullTime
18513,42,No,Travel_Rarely,Research & Development,17,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,3,0,10,1,3,0,2,Post-Graduation,15-04-2018,Work Environment,OFFICE,3,1,No,Recruiter,Contract
14004,29,No,Travel_Rarely,Sales,20,Male,3,2,Sales Executive,4,Divorced,6931,2,No,14,3,1,10,2,3,0,2,Graduation,27-04-2018,Work Environment,OFFICE,4,2,Yes,Recruiter,Contract
17733,21,No,Travel_Rarely,Research & Development,3,Male,2,1,Research Scientist,3,Single,3230,1,No,17,3,0,3,4,3,1,0,Graduation,20-03-2018,Dept.Head,WFH,2,0,No,Job Portal,Part Time
12202,26,Yes,Travel_Rarely,Research & Development,16,Male,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,1,5,2,3,0,2,12th,10-05-2018,Salary,OFFICE,2,2,Yes,Walk-in,Contract
14815,49,No,Travel_Frequently,Research & Development,10,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,0,22,4,3,1,2,Graduation,24-02-2018,Dept.Head,WFH,3,2,No,Walk-in,FullTime
17231,28,Yes,Travel_Rarely,Research & Development,2,Male,1,1,Research Scientist,4,Married,3464,5,Yes,13,3,0,5,4,3,2,2,12th,20-05-2018,Salary,OFFICE,2,3,Yes,Recruiter,FullTime
14555,47,No,Travel_Rarely,Research & Development,5,Male,3,5,Research Director,3,Married,18300,4,No,11,3,1,21,2,3,1,1,12th,23-06-2018,Work Accident,WFH,1,2,No,Walk-in,FullTime
14179,29,No,Travel_Rarely,Research & Development,9,Male,2,1,Laboratory Technician,4,Single,3983,0,No,17,3,0,4,2,3,2,2,PHD,23-06-2018,Dept.Head,WFH,1,0,Yes,Job Event,Part Time
17379,42,No,Travel_Rarely,Human Resources,2,Male,3,1,Human Resources,3,Divorced,2696,0,Yes,11,3,1,4,5,3,1,0,Graduation,09-01-2018,Work Accident,OFFICE,4,2,No,Job Event,Contract
13612,21,Yes,Travel_Frequently,Sales,1,Female,2,1,Sales Representative,2,Single,2174,1,Yes,11,3,0,3,3,3,1,2,PHD,26-03-2018,Work Environment,WFH,3,1,No,Job Event,Part Time
13926,57,No,Travel_Rarely,Research & Development,1,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,0,15,2,3,1,2,Graduation,04-02-2018,Work Accident,WFH,4,1,Yes,Job Event,Contract
12267,21,No,Non-Travel,Sales,9,Male,3,1,Sales Representative,4,Single,2610,1,No,24,4,0,3,3,3,2,2,Graduation,01-05-2018,Dept.Head,OFFICE,3,2,No,Job Portal,Contract
13354,29,No,Travel_Rarely,Research & Development,23,Male,3,1,Research Scientist,4,Single,2201,9,No,16,3,0,6,4,3,1,2,Post-Graduation,13-02-2018,Dept.Head,WFH,3,0,Yes,Recruiter,FullTime
18390,34,No,Non-Travel,Sales,4,Female,3,2,Sales Executive,3,Married,6538,9,No,15,3,1,6,3,3,1,2,PHD,03-05-2018,Work Accident,OFFICE,4,2,Yes,Job Event,Contract
12679,43,No,Travel_Frequently,Research & Development,21,Male,3,1,Laboratory Technician,4,Married,2258,7,No,20,4,1,8,1,3,1,2,Post-Graduation,20-04-2018,Dept.Head,WFH,3,1,No,Job Portal,Contract
18648,26,No,Travel_Rarely,Research & Development,23,Female,3,1,Research Scientist,4,Divorced,2886,1,No,22,4,2,3,3,3,0,2,PHD,07-06-2018,Salary,OFFICE,2,2,No,Recruiter,Contract
15092,46,No,Travel_Rarely,Research & Development,2,Male,3,4,Research Director,3,Married,17861,6,No,13,3,0,26,2,3,0,1,Post-Graduation,23-03-2018,Better Opportunity,WFH,2,0,No,Recruiter,Contract
18256,46,No,Travel_Rarely,Sales,10,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,1,15,3,3,1,2,12th,10-03-2018,Work Accident,WFH,0,1,Yes,Walk-in,Contract
12569,30,No,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,0,4,3,3,1,2,Post-Graduation,01-06-2018,Dept.Head,OFFICE,2,0,No,Walk-in,Contract
16176,34,Yes,Travel_Frequently,Human Resources,23,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,11,2,3,0,2,PHD,08-02-2018,Work Accident,WFH,0,2,No,Job Portal,FullTime
